"","cste","Haar0.01","Haar0.03","Haar0.04","Haar0.06","Haar0.07","Haar0.09","Haar0.1","Haar0.12","Haar0.14","Haar0.15","Haar0.17","Haar0.18","Haar0.2","Haar0.21","Haar0.23","Haar0.25","Haar0.26","Haar0.28","Haar0.29","Haar0.31","Haar0.32","Haar0.34","Haar0.35","Haar0.37","Haar0.39","Haar0.4","Haar0.42","Haar0.43","Haar0.45","Haar0.46","Haar0.48","Haar0.5","Haar0.51","Haar0.53","Haar0.54","Haar0.56","Haar0.57","Haar0.59","Haar0.6","Haar0.62","Haar0.64","Haar0.65","Haar0.67","Haar0.68","Haar0.7","Haar0.71","Haar0.73","Haar0.75","Haar0.76","Haar0.78","Haar0.79","Haar0.81","Haar0.82","Haar0.84","Haar0.85","Haar0.87","Haar0.89","Haar0.9","Haar0.92","Haar0.93","Haar0.95","Haar0.96","Haar0.98","Haar1","sin(2pi*1posx)","cos(2pi1posx)","sin(2pi*2posx)","cos(2pi2posx)","sin(2pi*3posx)","cos(2pi3posx)","sin(2pi*4posx)","cos(2pi4posx)","sin(2pi*5posx)","cos(2pi5posx)","sin(2pi*6posx)","cos(2pi6posx)","sin(2pi*7posx)","cos(2pi7posx)","sin(2pi*8posx)","cos(2pi8posx)","sin(2pi*9posx)","cos(2pi9posx)","sin(2pi*10posx)","cos(2pi10posx)","sin(2pi*11posx)","cos(2pi11posx)","sin(2pi*12posx)","cos(2pi12posx)","sin(2pi*13posx)","cos(2pi13posx)","x","xx","Order1-1","Order1-2","Order1-3","Order1-4","Order1-5","Order1-6","Order1-7","Order1-8","Order1-9","Order1-10","Order1-11","Order1-12","Order1-13","Order1-14","Order1-15","Order1-16","Order1-17","Order1-18","Order1-19","Order1-20","Order1-21","Order1-22","Order1-23","Order1-24","Order1-25","Order1-26","Order1-27","Order1-28","Order1-29","Order1-30","Order2-1","Order2-2","Order2-3","Order2-4","Order2-5","Order2-6","Order2-7","Order2-8","Order2-9","Order2-10","Order2-11","Order2-12","Order2-13","Order2-14","Order2-15","Order2-16","Order2-17","Order2-18","Order2-19","Order2-20","Order2-21","Order2-22","Order2-23","Order2-24","Order2-25","Order2-26","Order2-27","Order2-28","Order2-29","Order2-30","Order2-31","Order3-1","Order3-2","Order3-3","Order3-4","Order3-5","Order3-6","Order3-7","Order3-8","Order3-9","Order3-10","Order3-11","Order3-12","Order3-13","Order3-14","Order3-15","Order3-16","Order3-17","Order3-18","Order3-19","Order3-20","Order3-21","Order3-22","Order3-23","Order3-24","Order3-25","Order3-26","Order3-27","Order3-28","Order3-29","Order3-30","Order3-31","Order3-32","Order4-1","Order4-2","Order4-3","Order4-4","Order4-5","Order4-6","Order4-7","Order4-8","Order4-9","Order4-10","Order4-11","Order4-12","Order4-13","Order4-14","Order4-15","Order4-16","Order4-17","Order4-18","Order4-19","Order4-20","Order4-21","Order4-22","Order4-23","Order4-24","Order4-25","Order4-26","Order4-27","Order4-28","Order4-29","Order4-30","Order4-31","Order4-32","Order4-33","Order4-34","Order4-35","Order4-36","Order4-37","Order4-38","Order4-39","Order4-40","Order4-41","Order4-42","Order4-43","Order4-44","Order4-45","Order4-46","Order4-47","Order4-48","Order4-49","Order4-50","Order4-51","Order4-52","Order4-53","Order4-54","Order4-55","Order4-56","Order4-57","Order4-58","Order4-59","Order4-60","Order4-61","Order4-62"
"1",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593309579202616,0.999982399032264,0.0118659827275971,0.999929596748645,0.0177984519576098,0.999841595007886,0.0237302946476651,0.999718396907817,0.0296613019854196,0.99956000678525,0.0355912651879356,0.999366430215825,0.041519975509031,0.999137674013811,0.0474472242466279,0.99887374623187,0.0533728027500985,0.99857465616077,0.0592965024276107,0.99824041432906,0.0652181147534709,0.997871032502699,0.0711374312754639,0.997466523684644,0.0770542436221915,0.997026902114387,0.000944287063267233,8.91678057853856e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118659827275971,0.999929596748645,0.0237302946476651,0.999718396907817,0.0355912651879356,0.999366430215825,0.0474472242466279,0.99887374623187,0.0592965024276107,0.99824041432906,0.0711374312754639,0.997466523684644,0.0829683435104074,0.996552183267459,0.0947875732630656,0.99549752182258,0.106593456309032,0.994302687853198,0.118384330303204,0.992967849599705,0.130158535013851,0.991493195016006,0.141914412556384,0.989878931743057,0.153650307626802,0.988125287079624,0.00188857412653447,3.56671223141542e-06,0.985349716446125,0.0146502835538752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970914063700458,0.0289428490940689,0.000143087205472631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956689897360801,0.0428843348030025,0.000424719702129499,1.04813406655283e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915985267325108,0.0823792476295131,0.00162749919332437,7.98585205465502e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177984519576098,0.999841595007886,0.0355912651879356,0.999366430215825,0.0533728027500985,0.99857465616077,0.0711374312754639,0.997466523684644,0.0888795227523488,0.996042383854881,0.106593456309032,0.994302687853198,0.124273619994504,0.992247986832657,0.141914412556384,0.989878931743057,0.159510245215461,0.987196273124703,0.177055543436267,0.984200860870629,0.19454474869315,0.980893643957345,0.211972320231267,0.977275670144189,0.229332736821954,0.973348085641387,0.0028328611898017,8.0251025206847e-06,0.97069943289225,0.0293005671077505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942257389017335,0.0571702621607746,0.000572348821890526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914648713157659,0.0836621906184445,0.00168071115136441,8.38507253242264e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836813102969916,0.156751434875964,0.00637157533768345,6.38868164372402e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237302946476651,0.999718396907817,0.0474472242466279,0.99887374623187,0.0711374312754639,0.997466523684644,0.0947875732630656,0.99549752182258,0.118384330303204,0.992967849599705,0.141914412556384,0.989878931743057,0.165364567734762,0.986232507950278,0.188721588565916,0.982030631909798,0.211972320231267,0.977275670144189,0.235103667774948,0.971970300677324,0.258102603478972,0.966117511526096,0.280956174200515,0.959720599017553,0.303651508667212,0.952783165932378,0.00377714825306893,1.42668489256617e-05,0.956049149338374,0.0439508506616257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914029975950629,0.0846822392001172,0.00128778484925368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873857580977374,0.122373396540855,0.00374072286197437,2.82996197969264e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762339761597439,0.223420024117429,0.0140245962796562,0.000215618005475686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296613019854196,0.99956000678525,0.0592965024276107,0.99824041432906,0.0888795227523488,0.996042383854881,0.118384330303204,0.992967849599705,0.147784961249928,0.989019517111951,0.177055543436267,0.984200860870629,0.206170319147115,0.97851612122784,0.235103667774948,0.971970300677324,0.263830128365614,0.964569159452335,0.292324422023624,0.956319210456715,0.320561474157243,0.947227713533623,0.348516436543783,0.937302669076976,0.376164709195707,0.926552810991208,0.00472143531633617,2.22919514463464e-05,0.941398865784499,0.058601134215501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886231824500341,0.111478780212097,0.0022893952875621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834297634406748,0.159057781664763,0.00657750334822899,6.70805802593811e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692421497870695,0.282688477731985,0.0243789298658216,0.000511094531497922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355912651879356,0.999366430215825,0.0711374312754639,0.997466523684644,0.106593456309032,0.994302687853198,0.141914412556384,0.989878931743057,0.177055543436267,0.984200860870629,0.211972320231267,0.977275670144189,0.246620498511906,0.969112134746923,0.280956174200515,0.959720599017553,0.314935839203822,0.949112963342607,0.348516436543783,0.937302669076976,0.381655414916779,0.924304681511839,0.414310782612059,0.910135470911547,0.446441160721098,0.894812991643505,0.0056657223796034,3.21004100827388e-05,0.926748582230624,0.0732514177693762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858862934666471,0.137559885196713,0.00357718013681579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795950007032585,0.193755175084698,0.0101638011243979,0.000131016758319104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6269145664527,0.33486025809771,0.0372269439427587,0.000998231506831878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041519975509031,0.999137674013811,0.0829683435104074,0.996552183267459,0.124273619994504,0.992247986832657,0.165364567734762,0.986232507950278,0.206170319147115,0.97851612122784,0.246620498511906,0.969112134746923,0.286645343347509,0.958036767111361,0.326175824726336,0.945309119475791,0.365143766325706,0.93095114260281,0.403481962008282,0.914987599005553,0.441124291729262,0.897446020240971,0.478005835570447,0.878356659427478,0.514062985704508,0.857752439068853,0.00661000944287063,4.36922248348389e-05,0.912098298676749,0.0879017013232514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831923306449019,0.162925554153966,0.00515113939701473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758795832441686,0.226505405895188,0.0144723647047508,0.000226396958375411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565675222006469,0.380238827592679,0.0523610063570463,0.00172494404380549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474472242466279,0.99887374623187,0.0947875732630656,0.99549752182258,0.141914412556384,0.989878931743057,0.188721588565916,0.982030631909798,0.235103667774948,0.971970300677324,0.280956174200515,0.959720599017553,0.326175824726336,0.945309119475791,0.370660761748815,0.928768324018314,0.414310782612059,0.910135470911547,0.457027565315116,0.889452530797534,0.498714889983022,0.866766092154753,0.539278855602796,0.84212725635722,0.578628091536179,0.815591522568252,0.00755429650613787,5.70673957026468e-05,0.897448015122873,0.102551984877127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805412939847985,0.187575787083856,0.00701127306815894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722816244220852,0.257348303190763,0.0194759426035571,0.000359509984827621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508559719195019,0.419127648594971,0.0695734849552635,0.00273914725474667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533728027500985,0.99857465616077,0.106593456309032,0.994302687853198,0.159510245215461,0.987196273124703,0.211972320231267,0.977275670144189,0.263830128365614,0.964569159452335,0.314935839203822,0.949112963342607,0.365143766325706,0.93095114260281,0.414310782612059,0.910135470911547,0.462296728255366,0.886725287247625,0.508964810311643,0.860787326733168,0.554181992654394,0.832395530392616,0.597819375219061,0.801630834369969,0.639752561456845,0.768580939205108,0.0084985835694051,7.22259226861623e-05,0.882797731568998,0.117202268431002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779331834863369,0.211510583986383,0.00915758115024842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687992375956887,0.286323696065951,0.0251472833350867,0.000536644642075049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455424312681366,0.451830183482661,0.0886567475839892,0.00408875625198337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592965024276107,0.99824041432906,0.118384330303204,0.992967849599705,0.177055543436267,0.984200860870629,0.235103667774948,0.971970300677324,0.292324422023624,0.956319210456715,0.348516436543783,0.937302669076976,0.403481962008282,0.914987599005553,0.457027565315116,0.889452530797534,0.508964810311643,0.860787326733168,0.559110920933696,0.829092864577108,0.607289424425866,0.79448068257227,0.653330772379369,0.757072586917647,0.697072937401945,0.717000223111418,0.00944287063267233,8.91678057853856e-05,0.868147448015123,0.131852551984877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75367999149517,0.234729944861546,0.0115900636432832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654305361236592,0.313471413615282,0.0314591354136091,0.000764089734517013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406125257128526,0.478649894633828,0.109403162089802,0.00582168614784351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
